City,Country,Lat,Lng,Temp,Date,Humidity,Max Temp,Wind Speed,Cloudiness
Pacific Grove,US,36.62,-121.92,60.55,1587246355,51,62.6,10.29,90
Forsytheganj,BY,52.63,29.73,37.0,1587246356,75,37.0,6.73,72
Bathsheba,BB,13.22,-59.52,82.4,1587246307,65,82.4,17.22,20
Hofn,IS,64.25,-15.21,45.36,1587246357,87,45.36,17.56,100
Matamoros,MX,25.53,-103.25,95.0,1587246357,12,95.0,11.41,75
Camacha,PT,33.08,-16.33,62.6,1587246358,67,62.6,11.41,20
Chul'man,RU,56.85,124.91,6.62,1587246358,83,6.62,6.89,100
Alțâna,RO,45.93,24.47,49.32,1587246358,76,50.0,1.12,89
Ivdel',RU,60.69,60.42,36.81,1587246358,87,36.81,6.33,100
Maţāy,EG,28.42,30.78,70.81,1587246359,44,70.81,17.11,0
Corning,US,42.14,-77.05,43.25,1587246359,48,44.6,8.05,90
Cap Malheureux,MU,-19.98,57.61,77.65,1587246065,88,78.01,14.99,40
Kapiri Mposhi,ZM,-13.97,28.68,62.22,1587246359,62,62.22,6.31,0
Kungurtug,RU,50.6,97.52,28.15,1587246359,55,28.15,2.44,2
Oktyabr'skiy,RU,54.48,53.47,35.91,1587246360,79,35.91,6.98,46
Saldanha,ZA,-33.01,17.94,66.2,1587246316,39,66.2,3.36,92
Wau,SS,7.7,28.0,80.82,1587246362,20,80.82,3.76,78
Pokhara,NP,28.23,83.98,62.33,1587246362,34,62.33,4.09,35
Mount Isa,AU,-20.73,139.5,69.8,1587246363,30,69.8,9.17,0
Evanston,US,42.04,-87.69,57.54,1587246364,41,59.0,23.04,20
Teguise,ES,29.06,-13.56,64.4,1587246364,77,64.4,9.17,20
Ponta do Sol,PT,32.67,-17.1,56.57,1587246364,58,59.0,11.99,11
Agarak,AM,39.21,46.54,52.39,1587246364,57,52.39,3.09,69
Provideniya,RU,64.38,-173.3,22.05,1587246364,95,22.05,14.54,100
Mayskiy,RU,47.69,40.1,41.92,1587246364,44,43.0,4.47,93
City of San Pedro,PH,14.35,121.02,81.48,1587246365,78,82.4,4.7,75
Karratha,AU,-20.74,116.85,82.06,1587246365,60,82.06,8.84,100
Riberalta,BO,-10.98,-66.1,81.43,1587246365,53,81.43,3.38,81
Bengkulu,ID,-3.8,102.27,76.73,1587246095,85,76.73,4.03,100
Watrous,CA,51.67,-105.47,31.93,1587246097,70,31.93,16.4,62
Ilhabela,BR,-23.78,-45.36,72.59,1587246365,75,72.59,7.87,76
Shache,CN,38.42,77.24,56.03,1587246365,37,56.03,10.04,99
Balboa,CO,2.04,-77.22,68.2,1587246366,60,68.2,2.95,46
Octeville,FR,49.63,-1.64,48.54,1587246366,100,52.0,8.05,69
Korsakov,RU,46.63,142.78,32.0,1587246367,75,32.0,15.66,75
Oistins,BB,13.07,-59.53,82.4,1587246368,65,82.4,17.22,20
Gopāmau,IN,27.55,80.28,80.91,1587246368,22,80.91,2.35,74
Sørland,NO,67.67,12.69,40.62,1587246369,92,40.62,8.61,100
Mahébourg,MU,-20.41,57.7,77.4,1587246369,88,78.01,14.99,40
Jalu,LY,29.03,21.55,68.88,1587246278,28,68.88,5.12,0
Sai Buri,TH,6.7,101.62,79.86,1587246370,83,79.86,6.17,100
Atambua,ID,-9.11,124.89,72.16,1587246370,75,72.16,3.71,54
Ust'-Kan,RU,50.93,84.76,37.81,1587246370,49,37.81,1.48,0
Port Macquarie,AU,-31.43,152.92,56.48,1587246159,95,57.0,4.45,58
High Rock,BS,26.62,-78.28,80.6,1587246371,83,80.6,10.29,75
Canavieiras,BR,-15.68,-38.95,75.4,1587246371,93,75.4,9.48,100
Khovd,MN,48.01,91.64,33.98,1587246371,41,33.98,2.66,0
Thanh Hoa,VN,19.8,105.77,73.89,1587246372,92,73.89,5.66,53
Porto-Novo,BJ,6.5,2.6,84.2,1587246372,83,84.2,11.41,40
Port Hedland,AU,-20.32,118.57,75.2,1587246372,100,75.2,6.93,99
Polunochnoye,RU,60.87,60.42,35.65,1587246372,88,35.65,5.97,100
Lompoc,US,34.64,-120.46,61.25,1587246260,55,62.6,11.41,90
Laguna,US,38.42,-121.42,67.53,1587246103,48,69.01,9.17,1
Dorado,PR,18.46,-66.27,79.36,1587246295,74,82.4,9.17,75
Benjamín Aceval,PY,-24.97,-57.57,84.2,1587246373,30,84.2,4.7,0
Makakilo City,US,21.35,-158.09,79.52,1587246374,57,80.6,9.17,1
Puerto Madero,MX,14.72,-92.42,91.4,1587246374,43,91.4,13.87,75
Puerto Nariño,CO,-3.77,-70.38,87.8,1587246374,66,87.8,4.7,40
Pāvugada,IN,14.1,77.27,78.94,1587246374,40,78.94,4.32,0
Souillac,MU,-20.52,57.52,77.47,1587246375,88,78.01,14.99,40
Sept-Îles,CA,50.2,-66.38,35.82,1587246375,59,36.0,10.29,75
Bandarbeyla,SO,9.49,50.81,81.25,1587246376,73,81.25,9.13,50
Tocopilla,CL,-22.09,-70.2,80.13,1587246376,30,80.13,6.78,5
Tilichiki,RU,60.47,166.1,7.43,1587246376,90,7.43,10.0,0
Meulaboh,ID,4.14,96.13,78.67,1587246377,83,78.67,4.43,61
Lahaina,US,20.88,-156.68,79.66,1587246378,47,84.2,6.93,1
Iranshahr,IR,27.2,60.68,75.2,1587246378,47,75.2,3.85,100
Kattivākkam,IN,13.22,80.32,84.09,1587246378,83,84.2,7.85,20
Kampot,KH,10.62,104.18,80.8,1587246378,79,80.8,2.66,85
Wagga Wagga,AU,-35.12,147.37,39.06,1587246379,100,41.0,4.7,0
Sobolevo,RU,54.43,31.9,35.92,1587246375,79,35.92,6.89,99
Gobabis,NA,-22.45,18.97,66.2,1587246380,88,66.2,5.82,9
Sittwe,MM,20.15,92.9,75.38,1587246380,87,75.38,3.69,15
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,42.8,1587246381,35,42.8,2.24,4
Bilma,NE,18.69,12.92,83.82,1587246381,12,83.82,5.03,0
Novosergiyevka,RU,52.09,53.65,39.61,1587246381,67,39.61,4.38,27
Egvekinot,RU,66.32,-179.17,6.67,1587246264,89,6.67,21.45,100
Gorontalo,ID,0.54,123.06,75.94,1587246382,88,75.94,2.57,40
Mogadishu,SO,2.04,45.34,83.91,1587246146,76,83.91,12.03,96
Huarmey,PE,-10.07,-78.15,77.97,1587246383,63,77.97,9.91,18
Batagay-Alyta,RU,67.8,130.41,-3.82,1587246125,67,-3.82,3.53,0
Dudinka,RU,69.41,86.18,37.4,1587246384,74,37.4,29.08,100
Kedrovyy,RU,56.17,91.82,26.6,1587246384,79,26.6,2.24,13
Ola,RU,59.58,151.28,8.49,1587246384,85,8.49,13.53,100
Luzhou,CN,28.87,105.44,61.81,1587246384,80,61.81,2.35,0
Leningradskiy,RU,69.38,178.42,2.21,1587246385,88,2.21,7.49,6
Muromtsevo,RU,56.37,75.24,49.32,1587246385,71,49.32,8.08,100
Turukhansk,RU,65.82,87.98,37.63,1587246385,79,37.63,15.48,100
Adrar,MR,20.5,-10.07,74.03,1587246386,40,74.03,9.93,100
Kawalu,ID,-7.38,108.21,72.61,1587246386,76,72.61,1.68,100
Tsiroanomandidy,MG,-18.77,46.03,67.48,1587246386,61,67.48,3.11,69
Lødingen,NO,68.41,16.0,35.11,1587246386,93,37.4,10.29,93
Bismil,TR,37.85,40.67,56.3,1587246387,93,59.0,6.93,20
Ballina,AU,-28.87,153.57,64.24,1587246387,93,64.4,4.7,40
La Unión,PE,-5.4,-80.75,81.88,1587246387,55,81.88,9.86,1
Nālūt,LY,30.33,10.85,80.1,1587246388,21,80.1,22.57,8
Shreveport,US,32.53,-93.75,65.12,1587246355,63,66.2,4.7,1
Wonthaggi,AU,-38.6,145.59,52.03,1587246388,94,53.01,3.4,72
Östersund,SE,63.18,14.64,36.05,1587246102,83,37.0,13.87,0
Cabedelo,BR,-6.98,-34.83,80.6,1587246389,88,80.6,5.77,20
Pouso Alegre,BR,-22.23,-45.94,64.94,1587246211,64,64.94,3.02,97
Bull Savanna,JM,17.89,-77.59,82.65,1587246389,58,82.65,9.57,22
Cidreira,BR,-30.18,-50.21,68.59,1587246389,78,68.59,11.72,0
Kavieng,PG,-2.57,150.8,81.88,1587246390,78,81.88,4.0,92
Praia da Vitória,PT,38.73,-27.07,62.6,1587246390,88,62.6,17.31,40
Aras,ES,42.56,-2.36,53.58,1587246390,93,55.4,4.7,99
Caravelas,BR,-17.71,-39.25,76.51,1587246391,78,76.51,19.64,94
Neuquén,AR,-38.95,-68.06,87.8,1587246391,25,87.8,6.93,100
Norrtälje,SE,59.76,18.7,41.97,1587246391,65,43.0,3.0,0
Ostrów Mazowiecka,PL,52.8,21.9,37.83,1587246391,70,37.83,1.9,33
Lata,PT,40.16,-8.33,53.01,1587246254,91,53.01,3.0,29
Evensk,RU,61.95,159.23,13.21,1587246392,88,13.21,11.43,100
Turaif,SA,31.67,38.66,64.4,1587246392,55,64.4,9.17,26
Balkanabat,TM,39.51,54.37,69.87,1587246392,38,69.87,6.15,0
Coihueco,CL,-36.62,-71.83,75.2,1587246393,64,75.2,11.41,75
Tolaga Bay,NZ,-38.37,178.3,63.5,1587246393,70,63.5,11.52,66
Luena,AO,-11.78,19.92,63.5,1587246373,64,63.5,1.16,99
Omboué,GA,-1.57,9.26,79.72,1587246394,89,79.72,5.73,96
Buala,SB,-8.14,159.59,81.12,1587246394,78,81.12,0.67,86
Buckingham,GB,52.0,-0.99,45.0,1587246394,85,45.0,7.72,10
Harlingen,US,26.19,-97.7,82.4,1587246395,65,82.4,12.75,20
Dombarovskiy,RU,50.76,59.54,44.71,1587246395,80,44.71,7.18,92
Podhum,BA,43.72,17.0,57.2,1587246396,62,57.2,0.49,64
Umluj,SA,25.02,37.27,73.78,1587246396,49,73.78,4.81,100
Tiznit Province,MA,29.58,-9.5,58.08,1587246311,64,58.08,9.26,82
Tra Vinh,VN,9.93,106.35,79.57,1587246397,82,79.57,6.67,98
Kulu,TR,39.1,33.08,55.24,1587246397,29,55.24,6.17,15
Mathathane,BW,-22.27,28.75,69.62,1587246398,59,69.62,13.89,0
Beringovskiy,RU,63.05,179.32,19.74,1587246266,96,19.74,17.29,100
Maceió,BR,-9.67,-35.74,80.6,1587246344,88,80.6,9.17,75
Moshi,TZ,-3.35,37.33,68.0,1587246399,100,68.0,6.93,75
Kalyān,IN,19.25,73.15,86.0,1587246399,79,86.0,3.36,20
Qaqortoq,GL,60.72,-46.03,32.0,1587246363,93,32.0,5.82,87
Pueblo Bello,CO,8.2,-76.53,84.2,1587246400,70,84.2,17.22,75
Ensenada,MX,31.87,-116.62,66.99,1587246400,69,66.99,5.01,52
Mubi,NG,10.27,13.26,82.35,1587246401,11,82.35,4.41,93
Władysławowo,PL,54.79,18.4,36.99,1587246401,57,41.0,7.63,0
Aguadilla,PR,18.43,-67.15,75.27,1587246401,92,77.0,12.73,27
Midyat,TR,37.42,41.34,55.71,1587246204,76,57.2,6.93,23
Pontes e Lacerda,BR,-15.23,-59.34,77.63,1587246403,73,77.63,3.67,95
Moose Factory,CA,51.26,-80.61,42.8,1587246403,60,42.8,27.51,90
Lumphat,KH,13.49,106.98,76.51,1587246403,87,76.51,2.3,20
Snåase,NO,64.25,12.38,37.35,1587246403,83,37.35,3.2,89
Durban,ZA,-29.86,31.03,69.64,1587246363,88,71.6,6.93,75
Malim,PH,7.45,123.43,81.3,1587246403,75,81.3,5.59,0
Willowmore,ZA,-33.29,23.49,64.69,1587246404,20,64.69,9.17,0
Uchaly,RU,54.3,59.45,33.21,1587246404,74,33.21,8.81,70
Mareeba,AU,-17.0,145.43,72.0,1587246404,96,72.0,3.0,43
Kokkola,FI,63.84,23.13,34.02,1587246405,91,36.0,8.05,40
Srednekolymsk,RU,67.45,153.68,-5.55,1587246406,90,-5.55,9.55,77
Assiniboia,CA,49.63,-105.98,40.71,1587246406,45,40.71,17.27,87
Lianyuan,CN,27.69,111.66,57.79,1587246406,85,57.79,4.85,90
Vila Velha,BR,-20.33,-40.29,76.46,1587246249,65,77.0,12.75,20
Grudziądz,PL,53.48,18.75,36.86,1587246407,81,39.99,6.17,2
Vestmannaeyjar,IS,63.44,-20.27,45.5,1587246407,93,45.5,17.11,100
Villa Carlos Paz,AR,-31.42,-64.5,76.62,1587246249,36,79.0,13.87,0
Arys,KZ,42.43,68.8,50.0,1587246408,81,50.0,8.95,0
Northam,GB,51.03,-4.22,50.32,1587246408,92,52.0,3.0,67
Bahía Honda,CU,22.9,-83.16,87.82,1587246409,55,87.82,9.33,17
Port Keats,AU,-14.25,129.55,82.78,1587246410,81,82.78,6.82,33
Mahibadhoo,MV,3.78,72.97,84.63,1587246410,74,84.63,7.65,58
Xichang,CN,27.9,102.26,58.86,1587246411,40,58.86,0.43,6
Sant Julià de Loria,AD,42.46,1.48,48.94,1587246412,53,48.94,3.56,56
La Ronge,CA,55.1,-105.28,32.0,1587246318,85,32.0,13.87,75
Korla,CN,41.76,86.15,59.32,1587246412,37,59.32,9.98,99
Boyolangu,ID,-8.12,111.89,76.75,1587246413,83,76.75,2.04,100
Sisimiut,GL,66.94,-53.67,23.9,1587246413,92,23.9,2.13,100
Coesfeld,DE,51.93,7.15,56.89,1587246413,92,59.0,1.01,79
San Patricio,MX,19.22,-104.7,80.6,1587246413,83,80.6,17.22,20
Nago,JP,26.59,127.98,70.09,1587246414,94,71.6,9.17,1
Morro Bay,US,35.37,-120.85,60.46,1587246415,70,61.0,3.0,42
Nome,US,64.5,-165.41,33.89,1587246416,100,34.0,6.93,90
Monte Patria,CL,-30.69,-70.95,84.94,1587246416,22,84.94,6.98,0
Ilebo,CD,-4.32,20.58,71.92,1587246417,85,71.92,2.26,93
Pathein,MM,16.78,94.73,76.19,1587246418,84,76.19,7.94,0
Wetaskiwin,CA,52.97,-113.37,39.09,1587246419,44,39.2,2.24,20
Ginir,ET,7.13,40.7,60.22,1587246419,58,60.22,2.35,100
Hobyo,SO,5.35,48.53,84.65,1587246316,72,84.65,10.94,90
Sirte,LY,31.21,16.59,63.63,1587246137,68,63.63,11.39,66
Saurimo,AO,-9.66,20.39,64.65,1587246420,70,64.65,3.2,99
Manacapuru,BR,-3.3,-60.62,77.0,1587246420,88,77.0,3.36,40
Brae,GB,60.4,-1.35,39.74,1587246420,86,44.6,1.12,0
Puerto Limón,CR,10.0,-83.03,83.3,1587246421,61,83.3,7.81,3
Labuhan,ID,-6.88,112.21,78.6,1587246421,85,78.6,3.8,76
Pore,CO,5.73,-71.99,80.13,1587246421,70,80.13,3.69,47
Nong Phai,TH,15.99,101.06,83.01,1587246423,60,83.01,3.98,81
Rock Sound,BS,24.9,-76.2,78.39,1587246423,79,78.39,11.86,1
Kiama,AU,-34.68,150.87,53.8,1587246423,100,55.0,9.17,70
Flinders,AU,-34.58,150.86,53.1,1587246423,81,55.0,3.0,71
Sawtell,AU,-30.38,153.1,61.84,1587246424,93,63.0,3.36,40
Acapulco de Juárez,MX,16.86,-99.89,84.2,1587246381,74,84.2,9.17,5
Kidodi,TZ,-7.6,37.0,72.0,1587246424,81,72.0,2.13,99
Necochea,AR,-38.55,-58.74,67.66,1587246424,66,69.01,10.0,35
Ahipara,NZ,-35.17,173.17,65.62,1587246425,82,65.62,8.28,87
Graciano Sánchez,MX,23.92,-99.28,91.4,1587246425,41,91.4,6.93,90
Half Moon Bay,US,37.46,-122.43,63.81,1587246425,52,64.99,13.87,75
Haapiti,PF,-17.57,-149.87,87.8,1587246425,66,87.8,3.36,53
Laishevo,RU,55.4,49.55,32.0,1587246426,80,32.0,6.71,15
Vardø,NO,70.37,31.11,36.14,1587246426,82,36.14,19.93,91
Williamsburg,US,37.27,-76.71,60.73,1587246426,36,64.4,8.05,1
Martigues,FR,43.4,5.05,56.64,1587246426,87,57.2,2.24,95
Cuamba,MZ,-14.8,36.54,67.15,1587246427,78,67.15,5.37,4
Plettenberg Bay,ZA,-34.05,23.37,71.33,1587246427,33,71.33,5.73,0
St. George's,GD,12.06,-61.75,84.2,1587246427,70,84.2,17.22,20
Lakes Entrance,AU,-37.88,147.98,48.99,1587246427,90,48.99,7.61,77
Chenzhou,CN,25.8,113.03,65.66,1587246428,86,65.66,1.86,100
Maturin,VE,9.75,-63.18,89.91,1587246428,37,89.91,10.76,41
Jiuquan,CN,39.74,98.52,49.53,1587246429,26,49.53,1.77,99
Kiruna,SE,67.86,20.23,33.8,1587246430,86,33.8,3.36,36
Maningrida,AU,-12.07,134.27,74.59,1587246430,90,74.59,5.99,100
Itacaré,BR,-14.28,-39.0,78.8,1587246430,83,78.8,10.29,40
Tautira,PF,-17.73,-149.15,87.8,1587246430,66,87.8,3.36,78
Palana,RU,59.12,159.97,24.91,1587246431,97,24.91,9.31,100
Monte Blanco,MX,18.97,-97.02,85.55,1587246431,31,85.55,6.15,18
Shenzhen,CN,22.55,114.07,73.27,1587246035,99,75.99,5.14,40
Salamiyah,SY,35.01,37.05,63.97,1587246431,53,63.97,3.94,1
Dabakala,CI,8.37,-4.43,82.87,1587246432,66,82.87,6.96,15
Tooele,US,40.53,-112.3,59.05,1587246384,21,60.8,10.29,1
Adré,TD,13.47,22.2,75.47,1587246432,13,75.47,8.25,2
Huron,US,41.15,-82.55,50.38,1587246433,57,51.01,7.0,46
Spirit River,CA,55.78,-118.84,43.39,1587246433,48,44.6,3.36,20
Huilong,CN,31.81,121.66,56.44,1587246433,99,57.0,4.0,100
Uusikaupunki,FI,60.8,21.41,39.2,1587246433,64,39.2,5.82,0
Matagami,CA,49.75,-77.63,44.6,1587246433,36,44.6,16.11,75
Mahajanga,MG,-15.72,46.32,77.0,1587246433,83,77.0,10.29,40
Sokolo,ML,14.73,-6.12,96.28,1587246434,12,96.28,5.57,100
Arrondissement de Vire,FR,48.92,-0.83,51.42,1587246434,93,51.8,3.36,62
Champerico,GT,14.3,-91.92,89.6,1587246289,52,89.6,13.87,75
Coahuayana Viejo,MX,18.73,-103.68,89.6,1587246434,40,89.6,17.22,40
Sistranda,NO,63.73,8.83,42.06,1587246434,93,42.8,8.05,75
Cotacachi,EC,0.3,-78.27,64.4,1587246434,63,64.4,19.46,75
Denizli Province,TR,37.84,29.07,61.09,1587246435,41,61.09,3.0,0
Dubbo,AU,-32.25,148.62,46.4,1587246435,93,46.4,9.17,0
Dicabisagan,PH,17.08,122.42,78.44,1587246435,83,78.44,7.02,100
Biak,ID,-0.91,122.88,79.84,1587246355,77,79.84,2.73,14
Agramonte,CU,22.68,-81.12,93.2,1587246435,38,93.2,14.99,20
Gilgit,PK,35.92,74.31,52.45,1587246250,30,52.45,3.67,100
Tamale,GH,9.4,-0.84,84.43,1587246436,62,84.43,12.91,70
Jiazi,CN,22.88,116.07,72.68,1587246436,92,72.68,1.83,89
Mount Gambier,AU,-37.83,140.77,46.4,1587246309,100,46.4,6.93,90
Den Helder,NL,52.96,4.76,50.0,1587246436,76,50.0,14.99,90
Hibbing,US,47.43,-92.94,48.97,1587246437,42,50.0,13.87,90
Menongue,AO,-14.66,17.69,63.75,1587246437,59,63.75,4.56,89
Bontang,ID,0.13,117.5,79.02,1587246437,83,79.02,6.08,90
Lorengau,PG,-2.02,147.27,82.47,1587246438,74,82.47,3.04,3
Masasi,TZ,-10.72,38.8,68.76,1587246438,87,68.76,2.06,90
Lufilufi,WS,-13.87,-171.6,80.01,1587246438,83,80.01,5.01,55
Kennett,US,36.24,-90.06,59.74,1587246439,36,60.8,5.82,48
Manicoré,BR,-5.81,-61.3,78.8,1587246439,88,78.8,3.36,90
Asău,RO,46.43,26.4,48.72,1587246439,53,50.0,4.7,22
El Dorado,US,33.21,-92.67,68.99,1587246440,43,69.8,10.29,1
Bongaree,AU,-27.08,153.16,63.34,1587246440,93,64.99,6.26,81
Fort Nelson,CA,58.81,-122.7,60.8,1587246441,25,60.8,13.87,75
Nouadhibou,MR,20.93,-17.03,68.0,1587246441,77,68.0,13.87,0
Umm Bāb,QA,25.21,50.81,74.61,1587246441,88,77.0,5.82,1
Zeya,RU,53.75,127.27,26.35,1587246441,93,26.35,13.35,100
Iralaya,HN,15.0,-83.23,89.6,1587246442,66,89.6,10.29,20
Sinnamary,GF,5.38,-52.95,81.12,1587246442,82,81.12,10.16,34
Ulladulla,AU,-35.35,150.47,52.93,1587246354,100,54.0,9.17,89
Amarante do Maranhão,BR,-5.57,-46.74,75.02,1587246442,83,75.02,2.21,100
Hudson Bay,CA,52.85,-102.38,29.71,1587246442,82,29.71,10.49,100
Richards Bay,ZA,-28.78,32.04,72.9,1587246443,77,72.9,8.1,33
Puerto Madryn,AR,-42.77,-65.04,74.95,1587246340,46,74.95,14.56,88
Rudnichnyy,RU,59.62,52.47,32.31,1587246443,91,32.31,5.7,100
Warrington,GB,53.39,-2.58,48.22,1587246443,81,51.01,1.12,86
Khanbari,NP,27.37,87.2,65.26,1587246445,37,65.26,4.29,36
Scarborough,GB,54.28,-0.4,40.1,1587246267,91,41.0,7.36,33
Caucaia,BR,-3.74,-38.65,81.19,1587246446,78,82.4,4.7,40
Mariestad,SE,58.71,13.82,40.73,1587246446,69,42.01,6.2,0
Malumfashi,NG,11.79,7.62,80.4,1587246163,10,80.4,7.43,44
Victoria Point,AU,-27.58,153.3,64.26,1587246394,75,66.99,8.32,35
Chibombo,ZM,-14.66,28.07,63.23,1587246447,59,63.23,4.97,7
Kenai,US,60.55,-151.26,43.2,1587246447,93,46.4,6.93,90
Wagar,SD,16.15,36.2,76.48,1587246448,33,76.48,8.5,89
Cabatuan,PH,10.88,122.49,77.74,1587246448,83,77.74,8.81,2
Bubaque,GW,11.28,-15.83,79.66,1587246448,70,79.66,20.27,100
Ambilobe,MG,-13.2,49.05,73.45,1587246448,82,73.45,5.32,47
San Rafael,AR,-34.62,-68.33,81.54,1587246450,25,81.54,18.19,67
Platteville,US,42.73,-90.48,59.02,1587246450,41,60.8,31.09,1
Mana,GF,5.66,-53.78,81.0,1587246450,82,81.0,8.86,69
Vega de Alatorre,MX,20.03,-96.63,83.68,1587246451,75,83.68,6.42,28
Nemuro,JP,43.32,145.57,40.14,1587246451,79,40.14,9.24,100
Namatanai,PG,-3.67,152.43,81.72,1587246452,77,81.72,4.21,95
